"","VOTED98","CONTACT","AGE","MAJORPTY"
"3574",1,0,65,1
"3575",1,0,53,1
"3576",0,0,30,1
"3577",0,0,41,1
"3578",1,0,52,1
"3579",0,0,28,1
"3580",1,0,67,1
"3581",1,0,48,1
"3582",1,0,76,1
"3583",0,0,40,1
"3584",1,0,65,1
"3585",1,1,34,1
"3586",0,0,51,1
"3587",1,0,51,1
"3588",0,1,39,0
"3589",1,0,68,0
"3590",1,0,56,1
"3591",1,0,76,0
"3592",0,0,49,1
"3593",1,0,39,1
"3594",1,0,45,1
"3595",0,0,45,1
"3596",0,0,37,1
"3597",1,0,71,1
"3598",1,0,70,1
"3599",0,0,64,1
"3600",0,0,63,1
"3601",1,0,53,1
"3602",0,0,84,0
"3603",1,0,53,1
"3604",0,0,26,0
"3605",0,0,28,0
"3606",1,0,39,0
"3607",0,0,88,1
"3608",0,0,22,0
"3609",0,0,41,0
"3610",1,0,28,1
"3611",0,0,31,1
"3612",0,1,35,1
"3613",1,1,40,1
"3614",1,0,53,0
"3615",0,0,40,0
"3616",0,1,26,1
"3617",0,0,23,0
"3618",0,0,87,1
"3619",0,0,41,1
"3620",1,1,71,1
"3621",0,0,50,1
"3622",0,0,37,0
"3623",0,0,31,0
"3624",0,0,82,1
"3625",0,0,52,0
"3626",1,0,45,0
"3627",1,0,49,0
"3628",1,1,82,1
"3629",0,0,24,0
"3630",0,0,45,1
"3631",0,0,34,1
"3632",0,0,21,0
"3633",1,0,45,0
"3634",1,0,41,1
"3635",0,0,21,1
"3636",0,0,70,1
"3637",0,0,43,1
"3638",0,0,28,0
"3639",0,0,55,1
"3640",1,0,41,1
"3641",1,0,77,1
"3642",0,0,24,1
"3643",0,0,45,1
"3644",0,0,32,1
"3645",0,0,24,1
"3646",0,0,34,0
"3647",0,0,85,1
"3648",0,0,26,0
"3649",1,0,48,1
"3650",1,0,18,0
"3651",0,0,52,1
"3652",1,0,70,1
"3653",0,0,21,1
"3654",0,0,22,1
"3655",0,0,36,0
"3656",0,0,32,1
"3657",0,0,84,1
"3658",1,0,92,1
"3659",0,0,47,1
"3660",1,0,42,1
"3661",1,1,32,1
"3662",1,0,55,1
"3663",1,0,58,1
"3664",0,0,26,0
"3665",0,0,77,1
"3666",1,0,36,0
"3667",0,1,56,1
"3668",1,0,42,1
"3669",0,0,46,1
"3670",0,0,35,1
"3671",1,0,80,1
"3672",0,0,55,1
"3673",1,0,33,1
"3674",1,1,40,1
"3675",0,0,33,0
"3676",0,0,30,1
"3677",0,0,43,1
"3678",0,0,48,1
"3679",1,0,35,1
"3680",1,0,43,1
"3681",1,0,20,0
"3682",0,0,68,1
"3683",1,0,69,1
"3684",0,0,59,0
"3685",0,0,33,1
"3686",0,0,31,1
"3687",0,0,63,1
"3688",1,0,73,1
"3689",0,0,27,1
"3690",1,0,36,1
"3691",1,0,62,1
"3692",0,0,25,0
"3693",0,0,46,0
"3694",0,0,31,1
"3695",1,0,27,0
"3696",0,0,43,0
"3697",0,0,44,1
"3698",1,0,40,1
"3699",1,0,41,1
"3700",1,0,90,1
"3701",0,0,34,1
"3702",1,0,52,1
"3703",0,0,36,0
"3704",1,1,31,0
"3705",0,0,22,0
"3706",1,0,30,1
"3707",0,0,41,0
"3708",1,0,45,1
"3709",1,1,71,1
"3710",0,0,40,1
"3711",0,0,26,1
"3712",0,0,25,1
"3713",0,0,32,0
"3714",0,0,21,1
"3715",0,0,73,1
"3716",1,0,46,1
"3717",1,0,84,1
"3718",0,0,40,1
"3719",0,0,18,0
"3720",1,0,75,1
"3721",1,0,25,1
"3722",0,0,58,1
"3723",1,0,29,1
"3724",1,0,61,0
"3725",0,0,25,0
"3726",1,0,53,0
"3727",1,0,52,1
"3728",0,0,67,1
"3729",1,1,42,0
"3730",1,0,50,1
"3731",1,1,85,0
"3732",1,0,35,1
"3733",0,0,78,0
"3734",0,0,19,0
"3735",0,0,30,1
"3736",0,0,51,0
"3737",0,0,22,0
"3738",1,0,76,1
"3739",0,0,39,1
"3740",0,0,92,1
"3741",1,0,37,1
"3742",1,0,47,1
"3743",1,1,84,1
"3744",1,0,75,0
"3745",1,0,78,0
"3746",1,0,42,0
"3747",0,0,69,1
"3748",0,0,31,1
"3749",0,0,43,0
"3750",1,0,54,1
"3751",0,0,76,1
"3752",1,0,49,1
"3753",1,0,51,1
"3754",0,0,34,0
"3755",1,0,84,1
"3756",0,0,29,1
"3757",1,0,51,0
"3758",1,0,74,1
"3759",0,0,94,1
"3760",1,0,54,1
"3761",0,0,32,1
"3762",1,0,28,1
"3763",0,0,27,0
"3764",1,0,67,0
"3765",0,0,73,1
"3766",1,0,82,1
"3767",1,0,35,0
"3768",1,0,84,1
"3769",0,0,30,1
"3770",0,0,58,1
"3771",0,0,75,1
"3772",0,0,28,0
"3773",1,0,42,1
"3774",0,0,32,1
"3775",1,0,61,1
"3776",0,0,73,1
"3777",0,0,34,1
"3778",0,0,27,0
"3779",0,0,81,1
"3780",0,0,36,1
"3781",1,0,40,0
"3782",0,0,70,1
"3783",1,0,71,1
"3784",1,1,85,0
"3785",0,0,49,1
"3786",0,0,31,1
"3787",1,0,65,1
"3788",1,0,41,0
"3789",0,0,65,1
"3790",1,1,87,1
"3791",1,0,49,1
"3792",1,0,64,1
"3793",0,0,39,1
"3794",0,0,76,1
"3795",0,0,48,1
"3796",0,0,74,1
"3797",1,0,44,1
"3798",1,0,38,1
"3799",0,0,61,1
"3800",1,0,34,1
"3801",0,0,31,1
"3802",1,0,57,1
"3803",1,0,76,1
"3804",0,0,46,0
"3805",1,0,78,1
"3806",0,0,26,1
"3807",0,0,83,1
"3808",0,0,54,1
"3809",0,0,51,1
"3810",1,0,36,1
"3811",0,1,55,1
"3812",1,0,77,0
"3813",0,0,65,1
"3814",1,0,28,1
"3815",0,0,49,0
"3816",1,0,75,1
"3817",0,0,30,1
"3818",0,0,50,1
"3819",1,0,46,1
"3820",1,0,40,1
"3821",0,0,24,0
"3822",1,0,38,1
"3823",0,0,61,1
"3824",0,1,74,0
"3825",0,0,52,1
"3826",0,0,34,1
"3827",1,0,64,1
"3828",0,0,29,1
"3829",0,0,40,1
"3830",1,0,50,1
"3831",0,0,79,1
"3832",0,0,23,0
"3833",0,0,31,0
"3834",0,0,54,1
"3835",1,0,75,1
"3836",1,0,72,1
"3837",1,0,44,0
"3838",0,0,22,0
"3839",1,0,72,1
"3840",0,0,48,0
"3841",1,0,37,1
"3842",1,0,65,1
"3843",1,0,82,0
"3844",0,0,71,1
"3845",1,0,76,0
"3846",1,0,34,1
"3847",1,0,33,0
"3848",0,0,57,1
"3849",0,0,58,1
"3850",1,0,83,0
"3851",0,0,74,1
"3852",1,0,59,0
"3853",0,0,43,1
"3854",1,0,58,1
"3855",0,0,41,1
"3856",0,0,79,1
"3857",0,0,62,1
"3858",0,0,72,1
"3859",1,0,78,1
"3860",1,0,70,1
"3861",1,0,82,0
"3862",0,0,19,0
"3863",0,0,33,0
"3864",0,0,37,0
"3865",1,0,44,1
"3866",0,0,64,1
"3867",1,0,68,1
"3868",0,0,34,1
"3869",0,0,34,1
"3870",1,0,50,1
"3871",0,0,66,1
"3872",0,0,21,0
"3873",1,0,79,0
"3874",1,0,30,0
"3875",1,0,26,0
"3876",1,0,78,1
"3877",0,0,36,0
"3878",0,0,68,1
"3879",0,0,62,1
"3880",0,0,20,1
"3881",0,0,27,0
"3882",0,0,51,0
"3883",0,0,26,0
"3884",1,0,48,0
"3885",0,1,96,1
"3886",1,0,79,1
"3887",0,0,26,1
"3888",0,0,28,1
"3889",0,0,71,1
"3890",1,0,35,1
"3891",1,0,49,1
"3892",1,0,42,1
"3893",0,0,53,0
"3894",1,0,35,1
"3895",0,0,27,1
"3896",0,0,40,1
"3897",1,0,40,0
"3898",1,0,52,0
"3899",0,1,85,1
"3900",0,0,63,1
"3901",1,0,39,1
"3902",0,0,32,0
"3903",1,0,69,1
"3904",1,0,51,1
"3905",0,0,36,1
"3906",0,0,34,1
"3907",0,0,51,1
"3908",1,0,62,1
"3909",0,0,45,1
"3910",0,0,30,1
"3911",0,0,32,1
"3912",0,1,32,1
"3913",1,0,41,1
"3914",1,0,46,0
"3915",1,0,35,1
"3916",0,0,77,1
"3917",0,0,21,1
"3918",0,0,23,1
"3919",1,0,51,0
"3920",0,0,28,1
"3921",1,0,38,1
"3922",1,0,49,1
"3923",1,0,43,0
"3924",0,0,81,1
"3925",1,0,81,1
"3926",1,0,59,1
"3927",1,0,73,1
"3928",0,0,64,0
"3929",1,1,55,1
"3930",1,0,43,1
"3931",0,0,45,0
"3932",1,0,41,1
"3933",0,0,48,0
"3934",1,0,34,1
"3935",0,0,31,0
"3936",0,0,39,1
"3937",0,0,21,1
"3938",0,0,45,1
"3939",0,0,48,1
"3940",1,0,63,1
"3941",1,0,72,0
"3942",0,0,28,0
"3943",0,0,44,1
"3944",0,0,34,0
"3945",0,0,24,0
"3946",1,0,38,1
"3947",1,0,56,1
"3948",0,0,33,0
"3949",0,0,36,1
"3950",0,0,23,1
"3951",1,0,47,1
"3952",1,0,66,0
"3953",1,0,74,0
"3954",0,0,35,1
"3955",0,0,78,1
"3956",0,0,25,0
"3957",0,0,31,0
"3958",0,0,73,0
"3959",1,0,51,1
"3960",0,0,74,1
"3961",1,0,82,0
"3962",1,0,45,0
"3963",0,0,31,0
"3964",1,0,50,0
"3965",0,0,25,0
"3966",0,1,68,0
"3967",0,0,22,1
"3968",0,0,35,1
"3969",0,0,36,1
"3970",1,0,29,0
"3971",1,0,82,1
"3972",0,0,25,1
"3973",0,0,58,1
"3974",1,0,29,1
"3975",0,0,62,0
"3976",0,0,33,1
"3977",0,0,27,1
"3978",0,0,35,1
"3979",0,0,41,1
"3980",1,0,42,1
"3981",0,0,66,1
"3982",1,0,40,1
"3983",0,0,30,0
"3984",0,0,72,1
"3985",0,0,27,0
"3986",1,0,42,1
"3987",0,0,28,1
"3988",0,0,24,1
"3989",0,0,76,1
"3990",0,0,46,1
"3991",0,0,49,1
"3992",0,0,92,1
"3993",0,0,47,1
"3994",0,0,80,1
"3995",0,0,33,1
"3996",0,0,36,1
"3997",0,0,25,1
"3998",1,0,52,1
"3999",0,0,35,0
"4000",1,0,50,1
"4001",0,0,68,1
"4002",0,0,42,1
"4003",1,0,75,1
"4004",0,0,27,0
"4005",1,0,73,1
"4006",1,0,40,1
"4007",1,0,59,1
"4008",0,0,20,0
"4009",0,0,44,1
"4010",0,0,57,0
"4011",0,0,36,0
"4012",1,0,71,1
"4013",1,0,40,1
"4014",0,0,36,1
"4015",1,0,31,1
"4016",0,0,32,1
"4017",0,0,46,0
"4018",0,0,47,1
"4019",0,0,56,1
"4020",0,0,36,1
"4021",1,0,62,0
"4022",0,0,20,1
"4023",0,0,31,1
"4024",0,0,36,1
"4025",0,0,33,1
"4026",0,0,21,1
"4027",0,0,34,1
"4028",0,0,27,1
"4029",0,0,48,1
"4030",0,0,65,1
"4031",0,0,52,0
"4032",0,0,39,1
"4033",1,0,32,0
"4034",0,0,26,1
"4035",1,0,67,1
"4036",1,0,31,0
"4037",0,0,57,1
"4038",0,0,37,0
"4039",0,1,46,1
"4040",1,0,40,1
"4041",1,0,71,1
"4042",1,0,64,1
"4043",0,0,33,0
"4044",0,0,19,1
"4045",0,1,36,1
"4046",0,0,90,0
"4047",0,0,30,0
"4048",0,1,46,1
"4049",1,0,36,1
"4050",1,0,41,1
"4051",0,0,29,0
"4052",0,0,68,0
"4053",1,0,34,1
"4054",1,0,33,1
"4055",0,0,32,1
"4056",0,0,45,1
"4057",0,0,51,1
"4058",0,0,42,1
"4059",0,0,76,0
"4060",0,0,22,0
"4061",0,0,48,1
"4062",1,0,74,1
"4063",1,0,48,1
"4064",0,0,43,1
"4065",1,0,74,1
"4066",1,0,91,0
"4067",0,0,55,1
"4068",0,0,60,1
"4069",0,0,80,1
"4070",1,0,56,1
"4071",1,0,69,1
"4072",1,0,70,1
"4073",1,0,71,1
"4074",0,0,38,1
"4075",1,0,25,0
"4076",0,0,23,1
"4077",1,1,42,1
"4078",1,0,48,1
"4079",0,0,27,1
"4080",0,0,50,1
"4081",0,0,23,1
"4082",1,0,65,1
"4083",1,0,71,1
"4084",0,0,69,1
"4085",1,0,78,1
"4086",1,0,60,1
"4087",1,0,53,1
"4088",1,0,36,1
"4089",0,0,42,0
"4090",0,0,83,1
"4091",0,0,45,1
"4092",0,0,30,0
"4093",0,0,27,1
"4094",0,0,20,0
"4095",0,0,41,0
"4096",1,0,50,1
"4097",0,0,46,0
"4098",1,0,38,1
"4099",0,0,28,1
"4100",0,1,78,1
"4101",1,0,64,1
"4102",1,0,28,0
"4103",0,0,22,0
"4104",1,1,86,0
"4105",1,0,55,1
"4106",1,0,49,1
"4107",1,0,77,0
"4108",0,0,36,0
"4109",1,0,44,1
"4110",1,0,82,1
"4111",1,0,51,1
"4112",0,0,36,0
"4113",1,0,50,1
"4114",0,0,78,1
"4115",1,0,82,1
"4116",0,0,62,0
"4117",0,0,32,1
"4118",0,0,40,0
"4119",0,0,94,0
"4120",0,0,23,1
"4121",0,0,54,1
"4122",1,0,51,1
"4123",0,0,55,0
"4124",1,0,78,0
"4125",0,0,56,1
"4126",1,0,57,1
"4127",0,0,27,0
"4128",0,0,69,1
"4129",0,0,21,0
"4130",0,0,65,1
"4131",0,0,34,1
"4132",1,0,88,0
"4133",0,0,44,0
"4134",0,0,39,1
"4135",1,0,28,1
"4136",0,0,43,1
"4137",0,0,24,0
"4138",0,0,36,1
"4139",0,0,83,1
"4140",1,0,82,1
"4141",1,0,80,1
"4142",1,0,75,1
"4143",1,0,61,1
"4144",0,0,29,1
"4145",0,0,42,1
"4146",1,0,36,1
"4147",0,0,69,1
"4148",1,0,25,1
"4149",1,0,46,1
"4150",1,0,31,0
"4151",0,0,35,1
"4152",1,0,78,1
"4153",0,0,32,1
"4154",0,0,41,1
"4155",0,0,31,1
"4156",0,0,32,1
"4157",0,0,28,0
"4158",1,0,22,1
"4159",0,0,56,1
"4160",1,0,58,1
"4161",1,0,80,1
"4162",1,0,60,1
"4163",1,0,57,1
"4164",1,0,38,1
"4165",1,0,25,1
"4166",0,0,27,0
"4167",1,0,39,1
"4168",0,0,32,1
"4169",0,0,35,1
"4170",1,0,25,1
"4171",1,0,91,1
"4172",0,0,57,1
"4173",1,0,74,1
"4174",0,1,44,1
"4175",0,0,25,0
"4176",0,1,69,1
"4177",0,0,48,1
"4178",0,0,77,1
"4179",0,0,82,1
"4180",1,0,37,1
"4181",0,0,86,1
"4182",1,0,47,1
"4183",1,0,59,1
"4184",1,0,37,1
"4185",1,0,64,1
"4186",1,0,65,1
"4187",0,0,21,1
"4188",0,0,83,1
"4189",0,0,53,0
"4190",0,0,82,1
"4191",0,0,61,1
"4192",1,1,34,1
"4193",1,0,66,1
"4194",1,0,67,1
"4195",0,0,35,1
"4196",0,0,22,1
"4197",0,0,83,0
"4198",0,0,78,1
"4199",0,0,31,1
"4200",0,0,76,1
"4201",1,0,86,1
"4202",0,0,33,0
"4203",1,0,57,1
"4204",0,0,30,1
"4205",1,0,34,1
"4206",0,0,82,1
"4207",1,0,48,0
"4208",1,0,60,1
"4209",0,0,24,1
"4210",0,0,56,1
"4211",0,1,25,1
"4212",0,0,28,1
"4213",0,0,38,1
"4214",0,0,47,1
"4215",0,0,29,1
"4216",0,0,37,0
"4217",1,0,72,0
"4218",0,0,49,1
"4219",0,0,81,1
"4220",1,1,40,1
"4221",0,0,45,0
"4222",1,0,83,0
"4223",0,0,33,0
"4224",0,0,33,0
"4225",1,0,40,1
"4226",1,0,38,1
"4227",1,0,57,1
"4228",1,0,45,1
"4229",1,1,27,1
"4230",1,0,41,1
"4231",0,0,27,1
"4232",1,0,46,0
"4233",0,0,44,1
"4234",0,0,57,1
"4235",0,0,66,1
"4236",0,0,46,0
"4237",1,0,75,0
"4238",0,0,40,0
"4239",1,0,22,0
"4240",1,0,48,1
"4241",0,0,77,1
"4242",0,0,45,1
"4243",0,0,41,1
"4244",0,0,62,0
"4245",1,0,87,1
"4246",1,0,95,1
"4247",0,0,57,1
"4248",0,0,30,0
"4249",1,0,36,1
"4250",0,0,39,1
"4251",1,0,40,0
"4252",1,0,43,1
"4253",0,0,34,1
"4254",1,0,71,1
"4255",1,0,36,1
"4256",0,0,45,1
"4257",1,0,39,1
"4258",1,0,88,0
"4259",0,0,75,1
"4260",0,0,29,0
"4261",0,0,31,1
"4262",0,0,50,0
"4263",1,0,72,1
"4264",1,0,50,0
"4265",1,0,81,0
"4266",0,0,61,1
"4267",0,0,55,0
"4268",1,0,34,1
"4269",1,0,25,1
"4270",1,0,76,1
"4271",1,0,35,0
"4272",0,0,37,0
"4273",0,0,40,0
"4274",1,0,28,1
"4275",0,0,18,0
"4276",1,0,33,1
"4277",0,0,72,0
"4278",0,0,37,1
"4279",0,0,21,0
"4280",0,1,60,0
"4281",0,0,26,0
"4282",1,0,56,1
"4283",0,0,29,1
"4284",1,0,82,1
"4285",0,0,80,1
"4286",0,0,32,0
"4287",1,0,40,1
"4288",0,0,44,0
"4289",0,0,42,0
"4290",1,0,28,0
"4291",0,0,27,1
"4292",1,0,53,1
"4293",0,0,50,0
"4294",0,0,18,1
"4295",0,0,19,1
"4296",1,0,83,1
"4297",0,0,49,1
"4298",1,0,86,1
"4299",0,0,37,1
"4300",1,0,66,1
"4301",1,0,33,1
"4302",0,0,42,1
"4303",0,0,77,1
"4304",0,0,28,0
"4305",0,0,30,1
"4306",1,0,36,1
"4307",0,0,36,0
"4308",1,0,34,0
"4309",0,0,39,1
"4310",0,0,26,0
"4311",1,0,59,1
"4312",1,0,43,0
"4313",0,0,55,1
"4314",0,0,73,1
"4315",1,0,49,0
"4316",0,0,27,0
"4317",0,0,65,1
"4318",1,0,64,1
"4319",1,0,71,1
"4320",0,0,73,1
"4321",0,0,43,1
"4322",0,0,35,1
"4323",0,0,43,0
"4324",0,0,46,1
"4325",1,0,35,1
"4326",0,0,47,1
"4327",1,0,69,1
"4328",0,0,45,0
"4329",0,0,64,1
"4330",1,0,65,1
"4331",1,0,20,0
"4332",1,0,65,1
"4333",1,0,83,1
"4334",1,0,75,1
"4335",0,0,40,0
"4336",0,0,37,0
"4337",0,0,78,1
"4338",0,0,28,1
"4339",1,1,30,0
"4340",1,0,36,1
"4341",1,0,50,1
"4342",0,1,32,0
"4343",1,0,68,1
"4344",0,1,65,1
"4345",0,0,42,1
"4346",0,0,56,1
"4347",1,0,34,1
"4348",0,0,40,0
"4349",1,0,69,1
"4350",0,0,41,1
"4351",1,0,56,1
"4352",1,1,42,1
"4353",0,0,43,1
"4354",0,0,50,0
"4355",1,0,41,1
"4356",0,0,29,1
"4357",1,1,64,1
"4358",0,0,32,0
"4359",0,0,30,1
"4360",1,0,35,1
"4361",0,0,46,0
"4362",0,0,55,1
"4363",0,0,42,0
"4364",1,0,49,1
"4365",0,0,32,1
"4366",1,0,44,1
"4367",1,0,47,1
"4368",0,0,45,1
"4369",1,0,49,1
"4370",1,0,91,1
"4371",0,0,32,1
"4372",0,0,63,1
"4373",0,0,33,0
"4374",1,1,67,1
"4375",1,0,44,0
"4376",0,0,26,0
"4377",0,0,23,0
"4378",0,0,29,1
"4379",1,0,47,1
"4380",0,0,32,1
"4381",0,0,26,1
"4382",1,0,19,0
"4383",1,0,41,1
"4384",0,0,37,0
"4385",0,0,77,1
"4386",1,0,42,1
"4387",0,0,25,0
"4388",0,0,62,1
"4389",1,0,61,1
"4390",0,0,68,1
"4391",0,0,43,1
"4392",0,0,49,0
"4393",0,0,23,0
"4394",1,0,74,1
"4395",0,0,25,1
"4396",0,0,58,0
"4397",1,0,65,1
"4398",0,0,46,1
"4399",0,0,30,1
"4400",1,0,69,1
"4401",0,0,61,1
"4402",1,0,82,0
"4403",1,0,60,0
"4404",0,0,45,0
"4405",0,0,23,1
"4406",0,0,30,1
"4407",0,0,38,1
"4408",0,0,84,1
"4409",0,0,40,1
"4410",1,0,23,0
"4411",1,0,65,1
"4412",0,0,58,1
"4413",1,0,83,1
"4414",1,0,71,1
"4415",1,0,74,1
"4416",1,0,49,1
"4417",1,1,80,1
"4418",0,0,91,1
"4419",0,0,27,1
"4420",0,0,41,0
"4421",0,0,42,1
"4422",0,0,27,1
"4423",1,1,84,1
"4424",1,0,54,1
"4425",0,0,28,1
"4426",1,0,54,0
"4427",0,0,23,1
"4428",0,0,70,1
"4429",0,0,42,0
"4430",0,0,27,0
"4431",0,0,46,1
"4432",1,0,28,0
"4433",1,0,67,0
"4434",0,0,25,1
"4435",1,0,49,1
"4436",1,0,53,1
"4437",1,0,55,1
"4438",1,0,50,1
"4439",1,0,39,1
"4440",0,0,92,0
"4441",0,0,20,0
"4442",0,0,51,1
"4443",1,0,83,1
"4444",0,0,23,0
"4445",1,0,37,1
"4446",0,0,91,1
"4447",1,0,88,1
"4448",0,0,81,0
"4449",1,0,78,1
"4450",0,0,29,1
"4451",1,0,70,1
"4452",0,0,75,0
"4453",0,0,24,1
"4454",0,0,41,0
"4455",1,0,53,1
"4456",0,0,31,1
"4457",0,0,62,0
"4458",0,0,44,1
"4459",1,0,52,0
"4460",1,0,31,1
"4461",1,0,25,1
"4462",1,0,34,1
"4463",1,0,65,1
"4464",0,0,49,1
"4465",1,0,53,1
"4466",0,0,46,0
"4467",1,0,74,1
"4468",1,0,60,1
"4469",0,0,43,1
"4470",0,0,33,1
"4471",1,0,39,0
"4472",0,0,27,0
"4473",0,0,52,1
"4474",1,0,42,1
"4475",0,0,48,1
"4476",0,0,83,0
"4477",0,0,33,0
"4478",1,0,61,0
"4479",0,0,33,0
"4480",0,0,31,1
"4481",0,0,36,1
"4482",0,0,25,0
"4483",1,0,55,1
"4484",1,0,69,0
"4485",1,0,24,1
"4486",0,0,29,0
"4487",0,0,62,1
"4488",0,0,24,1
"4489",0,0,31,0
"4490",0,0,42,1
"4491",0,0,32,1
"4492",1,0,74,1
"4493",1,0,49,1
"4494",1,1,49,0
"4495",1,0,50,0
"4496",0,0,35,1
"4497",0,1,34,1
"4498",0,0,79,1
"4499",0,0,25,0
"4500",0,0,41,1
"4501",0,0,33,0
"4502",0,1,63,1
"4503",0,0,22,0
"4504",0,0,30,1
"4505",1,0,41,1
"4506",0,0,24,1
"4507",1,1,46,1
"4508",0,0,80,1
"4509",1,0,68,1
"4510",0,0,22,1
"4511",0,0,63,0
"4512",0,0,24,0
"4513",1,1,48,1
"4514",1,0,41,1
"4515",0,0,51,0
"4516",0,0,29,1
"4517",1,0,72,1
"4518",0,0,36,1
"4519",0,0,32,1
"4520",1,0,82,0
"4521",0,0,41,1
"4522",0,0,52,1
"4523",1,0,33,0
"4524",1,0,34,1
"4525",0,0,48,1
"4526",1,1,72,1
"4527",1,0,76,1
"4528",0,0,29,0
"4529",1,0,47,1
"4530",0,0,36,1
"4531",1,0,24,1
"4532",1,0,50,1
"4533",0,0,78,1
"4534",1,1,28,1
"4535",0,0,30,1
"4536",1,0,45,1
"4537",1,0,36,1
"4538",1,0,34,0
"4539",0,0,63,1
"4540",1,0,77,1
"4541",0,0,42,0
"4542",1,0,67,1
"4543",1,0,63,1
"4544",1,0,76,1
"4545",0,0,41,1
"4546",0,0,35,1
"4547",0,0,55,1
"4548",0,0,49,1
"4549",1,0,75,0
"4550",1,0,34,0
"4551",0,0,29,1
"4552",0,0,58,1
"4553",0,0,46,0
"4554",0,0,26,0
"4555",0,0,43,1
"4556",1,0,83,1
"4557",0,0,27,1
"4558",1,0,40,0
"4559",1,1,61,1
"4560",1,0,55,1
"4561",1,0,64,1
"4562",0,1,87,1
"4563",0,0,44,1
"4564",1,0,70,1
"4565",0,0,42,0
"4566",0,0,37,1
"4567",1,0,49,1
"4568",0,0,52,0
"4569",0,0,35,1
"4570",0,0,45,0
"4571",1,0,52,1
"4572",0,0,28,1
"4573",1,0,52,1
"4574",0,0,33,0
"4575",1,0,39,1
"4576",0,0,78,1
"4577",1,1,29,1
"4578",1,0,93,0
"4579",1,0,72,1
"4580",0,0,48,1
"4581",0,0,90,0
"4582",0,0,31,1
"4583",0,0,47,1
"4584",0,0,50,1
"4585",1,0,81,1
"4586",0,0,33,1
"4587",0,0,32,0
"4588",1,0,72,1
"4589",1,0,44,1
"4590",0,0,36,1
"4591",0,0,94,0
"4592",1,0,51,1
"4593",0,0,37,0
"4594",0,0,28,1
"4595",1,0,53,1
"4596",1,0,48,1
"4597",1,0,41,1
"4598",0,0,25,0
"4599",1,0,33,1
"4600",0,0,37,0
"4601",0,0,39,1
"4602",0,0,57,1
"4603",1,0,37,0
"4604",1,0,71,1
"4605",0,0,50,1
"4606",1,0,39,1
"4607",0,0,71,1
"4608",0,0,68,1
"4609",1,0,38,1
"4610",1,0,72,1
"4611",1,0,30,1
"4612",0,0,49,1
"4613",0,0,37,0
"4614",0,0,34,1
"4615",1,0,44,0
"4616",1,0,70,0
"4617",1,0,45,1
"4618",1,0,82,1
"4619",0,0,32,0
"4620",0,0,39,1
"4621",0,0,41,1
"4622",0,0,53,1
"4623",0,0,37,1
"4624",0,0,36,1
"4625",0,0,59,1
"4626",1,0,64,1
"4627",1,0,65,1
"4628",1,0,55,1
"4629",1,0,76,1
"4630",1,0,42,1
"4631",1,0,81,1
"4632",0,0,30,0
"4633",1,0,66,1
"4634",0,0,58,0
"4635",0,0,78,1
"4636",1,0,69,1
"4637",1,0,57,1
"4638",1,0,59,1
"4639",1,0,68,1
"4640",0,0,19,1
"4641",1,0,72,1
"4642",0,0,23,0
"4643",1,0,62,1
"4644",1,0,64,0
"4645",1,0,85,1
"4646",1,0,38,1
"4647",1,0,74,1
"4648",0,0,90,0
"4649",0,0,65,1
"4650",1,0,65,0
"4651",0,0,40,1
"4652",0,0,30,1
"4653",0,0,61,0
"4654",0,0,45,0
"4655",0,0,19,0
"4656",0,0,59,1
"4657",0,0,68,1
"4658",1,0,75,0
"4659",1,0,62,1
"4660",0,0,29,1
"4661",0,0,90,1
"4662",0,0,70,1
"4663",0,0,82,1
"4664",1,0,28,1
"4665",1,0,32,1
"4666",1,0,39,1
"4667",1,0,53,0
"4668",1,0,55,1
"4669",0,0,28,1
"4670",1,0,84,1
"4671",1,0,51,0
"4672",0,0,91,1
"4673",0,0,71,1
"4674",1,0,46,0
"4675",1,0,38,1
"4676",1,0,43,1
"4677",1,0,38,0
"4678",1,0,28,0
"4679",1,0,67,1
"4680",1,0,60,0
"4681",1,0,67,1
"4682",1,0,79,1
"4683",0,0,32,0
"4684",1,0,19,0
"4685",0,1,20,1
"4686",0,0,49,1
"4687",1,0,45,0
"4688",0,1,40,0
"4689",0,0,87,1
"4690",0,0,46,1
"4691",0,0,28,1
"4692",0,0,32,1
"4693",1,0,64,1
"4694",1,0,35,1
"4695",1,0,63,1
"4696",0,0,41,0
"4697",0,0,28,0
"4698",0,0,47,1
"4699",0,0,31,1
"4700",1,0,67,0
"4701",0,0,30,1
"4702",0,0,50,1
"4703",1,0,38,1
"4704",0,0,42,1
"4705",0,0,38,1
"4706",0,0,55,0
"4707",0,0,51,0
"4708",0,0,31,0
"4709",0,0,61,1
"4710",0,0,82,0
"4711",0,0,63,1
"4712",1,0,82,1
"4713",0,0,27,0
"4714",0,0,30,0
"4715",0,0,28,0
"4716",0,0,44,1
"4717",1,0,30,1
"4718",1,0,40,0
"4719",0,0,35,1
"4720",1,0,40,1
"4721",1,0,44,0
"4722",1,0,42,1
"4723",0,0,55,0
"4724",0,0,82,1
"4725",1,0,38,1
"4726",0,0,45,1
"4727",0,0,30,0
"4728",1,0,75,1
"4729",1,0,58,1
"4730",1,0,48,1
"4731",1,0,60,0
"4732",1,0,28,1
"4733",0,0,25,1
"4734",0,0,76,1
"4735",1,0,29,1
"4736",0,0,29,1
"4737",1,0,40,1
